id,category,body
872,comp.os.ms-windows.misc,"=>There is a free unix, linux, that has cc, ~c++, fortran ( f2c ), =>Xwindows and many other features besides, with a large number of utilities =>that can be optionally added. And there is also a free 386BSD I believe. =>Both these unix's are quite robust. You can check out comp.os.linux i dunno about linux, but for 386bsd, don't forget networking (well tested, at that), NFS, a fast, incredibly stable filesystem, and the list goes on... 8-) for us 386bsd folk, look in comp.os.386bsd.*. chris moderator of comp.os.386bsd.announce, anti-politician, and sometime evangelist -- Chris G. Demetriou…"
873,comp.os.ms-windows.misc,"Yes, both dblspaced and non-dblspaced drives can be defragmented. I believe they use Norton's Speedisk."
874,comp.os.ms-windows.misc,"I look at zApp and really liked it. However, I think you should wait for version 2.0 (I think it will be out soon)."
875,comp.os.ms-windows.misc,"Our student association runs a small Novell network which has a subnetwork of Windows for Workgroups and Microsoft Mail. The Director of Finance, en electrical engineering student, would like to gateway this system, either via SLIP or not, into the University's network and thus the Internet, at the very least to exchange e-mail, but possibly also to do ftp's etc. For now, this would be done via a 9600 bps modem. He would like to set it up so that it would periodically call in to check mail, but would otherwise connect whenever needed. What is the best way to do this? Gatewaying software is…"
876,comp.os.ms-windows.misc,"I could never find the Microsoft mouse driver on my Windows 3.1 installation disks, but DOS 6.0 also has version 8.20 of MOUSE.COM. ---"
877,comp.os.ms-windows.misc,@EID:B486 85210000 I have a 120 mb hard drive. What should I set the compression ratio at using DOS'S double disk? Do I have to format erase everything to double the full 120 mb to 240? Can I just make a mirror of my hard drive? Thanx 4 the help! Darren Lavallee
878,comp.os.ms-windows.misc,"HI there! I have a few games that I'd like to run under Windows 3.1 and can't get the PIFS adjusted right. For example Wing Commander. In my DOS Prompt, I have more than 620K available for programs. This is enough to run WC. So I build a PIF giving WC a couple of megs of extended memory etc.. and run it. WC prompts: ""Loading Wing Commander..."" and then a message about ""Using extended memory..."" etc... and then my screen goes black (just before the opening scene-the orchestra-would have appeared.) I also have a pool game that does almost the same thing. It opens up and prompts me for what kind…"
879,comp.os.ms-windows.misc,"I am looking for a WIN31 driver (or set) for my Diamond Speedstar 1MB video card. Does anybody know of an archive site that has these? I looked at CICA and it had drivers for the Stealth card and for Generic ET4000 cards but not one specifically for the Speedstar. Is there one? Or has Diamond dropped the Speedstar out of the driver development loop. Thanks for any info, Rob --"
880,comp.os.ms-windows.misc,"I am curious: what does the /double_buffer parameter in smartdrv actually do for me? I seem to have less problems in Windows when I leave it out. Using a PS/2 with an ESDI drive, but also a PS/2 with a SCSI. Any response is welcome."
881,comp.os.ms-windows.misc,"Sporadically, yes. It seems to flicker, or change shape into snow briefly. Not enough to impair functionality, just call attention to Diamond's professional sloppiness. Rob"
882,comp.os.ms-windows.misc,"Is anyone maintaining a list of favorite shareware and public domain Windows software? I have several such lists for MSDOS, but they are really light on Windows stuff."
883,comp.os.ms-windows.misc,"To all hardware and firmware gurus: My current home project is to build a huge paddle keyboard for a physically handicapped relative of mine. My goal is for this keyboard to look exactly like an AT sytle keyboard to its host system. This will be a highly endowed keyboard with a Little PCL from Z World at its heart. The only thing I lack is detailed information on the hardware signaling that the 486 (with Windows 3.1 and DOS 5.0) will be expecting. My project is independant of Windows, my hope is that some of you fellow Window's users/programmers will recognize what I need and be willing to…"
884,comp.os.ms-windows.misc,"I have a modest system of aliases/macros that enables me to download mail from a public access UNIX system to my MS-DOS box. I read and reply to the mail with a MS Windows 3.1 based editor. Everything works peachey keen as long as the author of the message has maintained his text at 80 col. max. width. Sometimes I get slightly wider messages that run off-screen, so I have to use the cursor/slider to read the whole thing. I'm using NDW Deskedit mainly, but I've experienced the same prob with all other MS WIndows editors. I've fiddled with word wrap settings in the various editors, but to no…"
885,comp.os.ms-windows.misc,"I am looking for a WINDOW 3.1 driver for Cornerstone DualPage (Cornerstone Technology, Inc) video card. Does anybody know, that has these? Is there one? Thanks for any info, To~nis"
886,comp.os.ms-windows.misc,Does anyone know a program that will record keyboard sequences that I do in a windowed dos box? I would like to have something that starts a telnet program and then logs me into my accounts. Windows Recorder doesn't seem to be able to record the key sequences.
887,comp.os.ms-windows.misc,"I believe the beta version of the service is available via ftp on ftp.cica.indiana.edu in pub/pc/win3/nt called something like nwnt.zip There is an INDEX ascii file there, which lists the programs in that directory and what they do. unfortunately this beta will also disable netbeui and tcp/ip over your primary nic, so if you really want to run it, get yourself an extra nic and bind it to that. Otherwise wait for next release, like I am."
888,comp.os.ms-windows.misc,"And why they are considering using WinBench as a test, they may want to read everything Steve Gibson has said on the subject in his InfoWorld column the past couple of month. In short, virtually every board manufacturer cheats on the test by writing things in the driver that is there only to make the board appear faster on the WinBench suite. So the WinBench score has no bearing in reality to how cards stack up on real world tasks. In the last PC-Magazine they benchmarked some of the new accelerators, and admitted that many of them 'cheated' on WinBench. Interestingly, they 'allowed' one type…"
889,comp.os.ms-windows.misc,"Might the problem not be with the video monitor instead? Many of our monitors, as they age, develop shadows on white and bright colors."
890,comp.os.ms-windows.misc,"Hi I have never used MYM so I can not help you with the comparison of the two products. I am, however, a devoted Quicken user, and I can tell you how to set up the weekly, monthly, quarterly, yearly transactions. First use the Memorize feature (CTRL-M) to record the recurring transactions. Next, define a transaction group which uses these memorized transactions and specify the frequency that it should be used (i.e. monthly). Quicken will/can not automatically make the transactions for you, but now all you do is recall the group and all of the individual transactions will be entered at once.…"
891,comp.os.ms-windows.misc,"Don't bother if you have CPBackup or Fastback. They all offer options not available in the stripped-down MS version (FROM CPS!). Examples - no proprietary format (to save space), probably no direct DMA access, and no tape drive!"
892,comp.os.ms-windows.misc,"Hello, We are having troubles using the PC/TCP onpredir (printer redirection program with lpr support) with the Windows print manager. The onpredir simply waits an do only the capture till the end of the Windows session, while after some printer inactivity it should start the printing. Does anybody uses this two programs together?"
893,comp.os.ms-windows.misc,"Since we are in the subject, I have one more question. I have a Trident 8900C Video Card. I want to know what is the latest video driver for it. So far, all I can find is that an old driver dated Aug. 92 in garbo.uwasa.fi Anyone have any info ? Please e-mail me at axh113@psuvm.psu.edu"
894,comp.os.ms-windows.misc,"Are there any Workspace Managers out there for Windows 3.1 ? By a Workspace Manager, I mean something like the HP APOLLO Workstations have - multiple workspaces under X. There is a window at the bottom of the screen which allows you to select different workspaces. It overcomes the problem of having stacks of windows open on the one screen. Instead, you can spread them amongst different workspaces which act like independent screens, and you can flick between them. Thanks in advance."
895,comp.os.ms-windows.misc,1. Get the friend to uninstall it. 2. Read the manual (though from your post I infer that you are using pirated software.) 3. Go into SYS.INI and change the SHELL= line to read SHELL=PROGMAN.EXE
896,comp.os.ms-windows.misc,"Greetings from green New Zealand... We are looking for a Windows 3.1 Font that will allow ""macrons"" (a hypen) over vowels -- in both UPPER and lower cases. This is so we can use Maori characters in Windows applications. Thanks in advance -Stuart Inglis"
897,comp.os.ms-windows.misc,"I edited a few newsgroup from that line (don't like to crosspost THAT much). I can't compare the two, but I recently got an HP DeskJet 500. I'm very pleased with the output (remember that I'm used to imagens, laser and postscript printers at school -- looks very good. You have to be careful to let it dry before touching it, as it will smudge. The deskjet is SLOW. This is in comparison to the other printers I mentioned. I have no idea how the bubblejet compares. The interface between Win3.1 and the printer is just dandy, I've not had any problems with it. Hope that helps some. --Cindy -- Cindy…"
